time,station_id,part_id,activity,
2023-01-30T20:10:28Z,S2,P1061,ENTER,
2023-01-30T20:11:35Z,S4,P1056,EXIT,
2023-01-30T20:11:35Z,S1,P1062,ENTER,
2023-01-30T20:11:35Z,S4,P1057,ENTER,
2023-01-30T20:11:48Z,S1,P1062,EXIT,
2023-01-30T20:11:54Z,S3,P1059,EXIT,
2023-01-30T20:12:25Z,S2,P1061,EXIT,
2023-01-30T20:12:25Z,S2,P1062,ENTER,
2023-01-30T20:12:36Z,S3,P1061,ENTER,
2023-01-30T20:13:15Z,S2,P1060,EXIT,
2023-01-30T20:14:15Z,S4,P1057,EXIT,
2023-01-30T20:14:15Z,S1,P1063,ENTER,
2023-01-30T20:14:15Z,S4,P1058,ENTER,
2023-01-30T20:14:51Z,S1,P1063,EXIT,
2023-01-30T20:14:58Z,S4,P1058,EXIT,
2023-01-30T20:14:58Z,S1,P1064,ENTER,
2023-01-30T20:14:58Z,S4,P1059,ENTER,
2023-01-30T20:15:00Z,S2,P1063,ENTER,
2023-01-30T20:15:05Z,S3,P1061,EXIT,
2023-01-30T20:15:05Z,S3,P1060,ENTER,
2023-01-30T20:15:55Z,S1,P1064,EXIT,
2023-01-30T20:16:15Z,S3,P1060,EXIT,
2023-01-30T20:16:23Z,S2,P1063,EXIT,
2023-01-30T20:16:23Z,S2,P1064,ENTER,
2023-01-30T20:16:27Z,S2,P1062,EXIT,
2023-01-30T20:16:31Z,S3,P1063,ENTER,
2023-01-30T20:17:13Z,S4,P1059,EXIT,
2023-01-30T20:17:13Z,S1,P1065,ENTER,
2023-01-30T20:17:13Z,S4,P1061,ENTER,
2023-01-30T20:17:37Z,S3,P1063,EXIT,
2023-01-30T20:17:37Z,S3,P1062,ENTER,
2023-01-30T20:17:43Z,S1,P1065,EXIT,
2023-01-30T20:17:53Z,S2,P1065,ENTER,
2023-01-30T20:18:17Z,S2,P1064,EXIT,
2023-01-30T20:18:26Z,S4,P1061,EXIT,
2023-01-30T20:18:26Z,S1,P1066,ENTER,
2023-01-30T20:18:26Z,S4,P1060,ENTER,
2023-01-30T20:18:28Z,S3,P1062,EXIT,
2023-01-30T20:18:28Z,S3,P1064,ENTER,
2023-01-30T20:19:11Z,S4,P1060,EXIT,
2023-01-30T20:19:11Z,S4,P1063,ENTER,
2023-01-30T20:19:27Z,S1,P1066,EXIT,
2023-01-30T20:19:27Z,S1,P1067,ENTER,
2023-01-30T20:19:37Z,S2,P1066,ENTER,
2023-01-30T20:20:16Z,S1,P1067,EXIT,
2023-01-30T20:20:25Z,S2,P1066,EXIT,
2023-01-30T20:20:25Z,S2,P1067,ENTER,
2023-01-30T20:20:51Z,S3,P1064,EXIT,
2023-01-30T20:20:51Z,S3,P1066,ENTER,
